Type I_index Init_J Init_S Init_K Init_mF Init_XI F_index Final_J Final_S Final_K Final_mF Final_XI Rabi_Rate_Real Rabi_Rate_Imag
sigma+ 114 2 -1 +0.0 -0.5 1 129 2 -1 +0.0 +0.5 4 -1.33567346e-07 0.00000000e+00
sigma+ 84 2 -1 +2.0 +0.5 2 375 4 -1 +2.0 +1.5 1 -1.32931873e-07 -5.09491736e-25
sigma+ 26 2 1 +2.0 +0.5 2 303 4 1 +2.0 +1.5 1 -1.11356562e-24 1.32931854e-07
sigma+ 114 2 -1 +0.0 -0.5 1 441 4 -1 +0.0 +0.5 4 1.32057007e-07 0.00000000e+00
sigma+ 440 4 -1 +0.0 -0.5 4 113 2 -1 +0.0 +0.5 1 1.31885048e-07 0.00000000e+00
sigma+ 178 3 -1 +3.0 -1.5 1 368 4 -1 +3.0 -0.5 4 -1.30376298e-07 0.00000000e+00
sigma+ 54 3 1 +3.0 -1.5 1 264 4 1 +3.0 -0.5 4 -1.30376233e-07 0.00000000e+00
sigma+ 373 4 -1 +2.0 +3.5 1 372 4 -1 +2.0 +4.5 1 -1.27761287e-07 -4.22442316e-25
sigma+ 301 4 1 +2.0 +3.5 1 300 4 1 +2.0 +4.5 1 -7.41568228e-25 1.27761287e-07
sigma+ 56 3 1 +3.0 -3.5 1 262 4 1 +3.0 -2.5 4 1.27524292e-07 0.00000000e+00
sigma+ 180 3 -1 +3.0 -3.5 1 366 4 -1 +3.0 -2.5 4 1.27524287e-07 0.00000000e+00
sigma+ 75 3 1 +3.0 +1.5 4 246 4 1 +3.0 +2.5 2 1.26642282e-07 0.00000000e+00
sigma+ 199 3 -1 +3.0 +1.5 4 350 4 -1 +3.0 +2.5 2 1.26642260e-07 0.00000000e+00
sigma+ 113 2 -1 +0.0 +0.5 1 442 4 -1 +0.0 +1.5 4 1.26513951e-07 0.00000000e+00
sigma+ 25 2 1 +2.0 -0.5 2 304 4 1 +2.0 +0.5 1 1.25666359e-07 -3.53723183e-24
sigma+ 83 2 -1 +2.0 -0.5 2 376 4 -1 +2.0 +0.5 1 -1.25666348e-07 3.53723186e-24
sigma+ 383 4 -1 +2.0 +2.5 2 382 4 -1 +2.0 +3.5 2 -1.24920882e-07 5.18522992e-21
sigma+ 311 4 1 +2.0 +2.5 2 310 4 1 +2.0 +3.5 2 -1.24920882e-07 9.16914594e-25
sigma+ 119 2 -1 +0.0 +1.5 2 111 2 -1 +0.0 +2.5 1 1.23121033e-07 0.00000000e+00
sigma+ 38 2 1 +1.0 -1.5 2 323 4 1 +1.0 -0.5 1 7.70017180e-24 1.22730513e-07
sigma+ 106 2 -1 +1.0 -1.5 2 395 4 -1 +1.0 -0.5 1 1.22730509e-07 1.06713661e-21
sigma+ 443 4 -1 +0.0 +2.5 4 110 2 -1 +0.0 +3.5 1 1.20987800e-07 0.00000000e+00
sigma+ 251 4 1 +3.0 -2.5 2 63 3 1 +3.0 -1.5 2 1.18953981e-07 0.00000000e+00
sigma+ 355 4 -1 +3.0 -2.5 2 187 3 -1 +3.0 -1.5 2 1.18953947e-07 0.00000000e+00
sigma+ 304 4 1 +2.0 +0.5 1 303 4 1 +2.0 +1.5 1 1.53086946e-22 1.17944862e-07
sigma+ 376 4 -1 +2.0 +0.5 1 375 4 -1 +2.0 +1.5 1 1.17944862e-07 -4.66890709e-25
sigma+ 256 4 1 +3.0 +1.5 3 246 4 1 +3.0 +2.5 2 1.17903040e-07 0.00000000e+00
sigma+ 360 4 -1 +3.0 +1.5 3 350 4 -1 +3.0 +2.5 2 -1.17902988e-07 0.00000000e+00
sigma+ 367 4 -1 +3.0 -1.5 4 353 4 -1 +3.0 -0.5 2 1.17846550e-07 0.00000000e+00
sigma+ 263 4 1 +3.0 -1.5 4 249 4 1 +3.0 -0.5 2 -1.17846500e-07 0.00000000e+00
sigma+ 439 4 -1 +0.0 -1.5 4 425 4 -1 +0.0 -0.5 2 1.16905884e-07 0.00000000e+00
sigma+ 345 4 -1 +3.0 -3.5 1 355 4 -1 +3.0 -2.5 2 1.12729273e-07 0.00000000e+00
sigma+ 241 4 1 +3.0 -3.5 1 251 4 1 +3.0 -2.5 2 1.12729251e-07 0.00000000e+00
sigma+ 435 4 -1 +0.0 -1.5 3 414 4 -1 +0.0 -0.5 1 1.12626288e-07 0.00000000e+00
sigma+ 259 4 1 +3.0 -1.5 3 238 4 1 +3.0 -0.5 1 1.11969984e-07 0.00000000e+00
sigma+ 363 4 -1 +3.0 -1.5 3 342 4 -1 +3.0 -0.5 1 -1.11969953e-07 0.00000000e+00
sigma+ 344 4 -1 +3.0 -2.5 1 194 3 -1 +3.0 -1.5 3 1.11401515e-07 0.00000000e+00
sigma+ 240 4 1 +3.0 -2.5 1 70 3 1 +3.0 -1.5 3 1.11401501e-07 0.00000000e+00
sigma+ 413 4 -1 +0.0 +0.5 1 119 2 -1 +0.0 +1.5 2 1.09710909e-07 0.00000000e+00
sigma+ 377 4 -1 +2.0 -0.5 1 84 2 -1 +2.0 +0.5 2 4.02697697e-24 -1.07467314e-07
sigma+ 305 4 1 +2.0 -0.5 1 26 2 1 +2.0 +0.5 2 4.02697689e-24 -1.07467288e-07
sigma+ 230 3 -1 +2.0 -0.5 2 78 2 -1 +2.0 +0.5 1 -8.97458505e-24 -1.06941654e-07
sigma+ 98 3 1 +2.0 -0.5 2 20 2 1 +2.0 +0.5 1 -8.64631874e-24 -1.06941611e-07
sigma+ 122 2 -1 +0.0 -1.5 2 414 4 -1 +0.0 -0.5 1 1.05772040e-07 0.00000000e+00
sigma+ 239 4 1 +3.0 -1.5 1 69 3 1 +3.0 -0.5 3 -1.04762399e-07 0.00000000e+00
sigma+ 343 4 -1 +3.0 -1.5 1 193 3 -1 +3.0 -0.5 3 -1.04762397e-07 0.00000000e+00
sigma+ 27 2 1 +2.0 +1.5 2 302 4 1 +2.0 +2.5 1 -7.12704843e-24 1.03019869e-07
sigma+ 85 2 -1 +2.0 +1.5 2 374 4 -1 +2.0 +2.5 1 -4.15301416e-24 1.03019866e-07
sigma+ 246 4 1 +3.0 +2.5 2 234 4 1 +3.0 +3.5 1 -1.02764220e-07 0.00000000e+00
sigma+ 350 4 -1 +3.0 +2.5 2 338 4 -1 +3.0 +3.5 1 1.02764171e-07 0.00000000e+00
sigma+ 55 3 1 +3.0 -2.5 1 63 3 1 +3.0 -1.5 2 1.02677505e-07 0.00000000e+00
sigma+ 179 3 -1 +3.0 -2.5 1 187 3 -1 +3.0 -1.5 2 1.02677488e-07 0.00000000e+00
sigma+ 53 3 1 +3.0 -0.5 1 265 4 1 +3.0 +0.5 4 1.02555532e-07 0.00000000e+00
sigma+ 177 3 -1 +3.0 -0.5 1 369 4 -1 +3.0 +0.5 4 1.02555519e-07 0.00000000e+00
sigma+ 256 4 1 +3.0 +1.5 3 50 3 1 +3.0 +2.5 1 1.02274284e-07 0.00000000e+00
sigma+ 360 4 -1 +3.0 +1.5 3 174 3 -1 +3.0 +2.5 1 1.02274272e-07 0.00000000e+00
sigma+ 15 1 1 +0.0 -1.5 2 149 3 1 +0.0 -0.5 1 -1.01903225e-07 0.00000000e+00
sigma+ 179 3 -1 +3.0 -2.5 1 196 3 -1 +3.0 -1.5 4 1.01365194e-07 0.00000000e+00
sigma+ 55 3 1 +3.0 -2.5 1 72 3 1 +3.0 -1.5 4 -1.01365192e-07 0.00000000e+00
sigma+ 402 4 -1 +1.0 +1.5 2 392 4 -1 +1.0 +2.5 1 1.81373931e-25 9.98189540e-08
sigma+ 330 4 1 +1.0 +1.5 2 320 4 1 +1.0 +2.5 1 9.98189432e-08 -8.61642674e-25
sigma+ 412 4 -1 +0.0 +1.5 1 431 4 -1 +0.0 +2.5 3 -9.94085478e-08 0.00000000e+00
sigma+ 340 4 -1 +3.0 +1.5 1 359 4 -1 +3.0 +2.5 3 9.81623206e-08 0.00000000e+00
sigma+ 236 4 1 +3.0 +1.5 1 255 4 1 +3.0 +2.5 3 9.81623027e-08 0.00000000e+00
sigma+ 258 4 1 +3.0 -0.5 3 257 4 1 +3.0 +0.5 3 -9.45517877e-08 0.00000000e+00
sigma+ 362 4 -1 +3.0 -0.5 3 361 4 -1 +3.0 +0.5 3 -9.45517652e-08 0.00000000e+00
sigma+ 370 4 -1 +3.0 +1.5 4 174 3 -1 +3.0 +2.5 1 -9.30934655e-08 0.00000000e+00
sigma+ 266 4 1 +3.0 +1.5 4 50 3 1 +3.0 +2.5 1 -9.30934443e-08 0.00000000e+00
sigma+ 192 3 -1 +3.0 +0.5 3 340 4 -1 +3.0 +1.5 1 9.19320309e-08 0.00000000e+00
sigma+ 68 3 1 +3.0 +0.5 3 236 4 1 +3.0 +1.5 1 -9.19319893e-08 0.00000000e+00
sigma+ 241 4 1 +3.0 -3.5 1 71 3 1 +3.0 -2.5 3 -9.08450623e-08 0.00000000e+00
sigma+ 345 4 -1 +3.0 -3.5 1 195 3 -1 +3.0 -2.5 3 9.08450419e-08 0.00000000e+00
sigma+ 315 4 1 +2.0 -1.5 2 305 4 1 +2.0 -0.5 1 8.98698757e-08 9.44455037e-21
sigma+ 387 4 -1 +2.0 -1.5 2 377 4 -1 +2.0 -0.5 1 8.98698670e-08 1.01203055e-24
sigma+ 35 2 1 +1.0 -0.5 1 141 3 1 +1.0 +0.5 2 -8.77822636e-08 -8.48324072e-24
sigma+ 103 2 -1 +1.0 -0.5 1 279 3 -1 +1.0 +0.5 2 -8.77822619e-08 -1.41830216e-23
sigma+ 112 2 -1 +0.0 +1.5 1 443 4 -1 +0.0 +2.5 4 -8.65867099e-08 0.00000000e+00
sigma+ 191 3 -1 +3.0 +1.5 3 339 4 -1 +3.0 +2.5 1 8.60249391e-08 0.00000000e+00
sigma+ 67 3 1 +3.0 +1.5 3 235 4 1 +3.0 +2.5 1 8.60249225e-08 0.00000000e+00
sigma+ 82 2 -1 +2.0 -1.5 2 377 4 -1 +2.0 -0.5 1 -8.60215760e-08 2.13180534e-25
sigma+ 24 2 1 +2.0 -1.5 2 305 4 1 +2.0 -0.5 1 8.60215713e-08 -2.13180534e-25
sigma+ 386 4 -1 +2.0 -0.5 2 376 4 -1 +2.0 +0.5 1 3.69757837e-25 -8.55248771e-08
sigma+ 314 4 1 +2.0 -0.5 2 304 4 1 +2.0 +0.5 1 3.69757823e-25 -8.55248739e-08
sigma+ 115 2 -1 +0.0 -1.5 1 440 4 -1 +0.0 -0.5 4 -8.53282012e-08 0.00000000e+00
sigma+ 265 4 1 +3.0 +0.5 4 51 3 1 +3.0 +1.5 1 8.49984641e-08 0.00000000e+00
sigma+ 369 4 -1 +3.0 +0.5 4 175 3 -1 +3.0 +1.5 1 -8.49984230e-08 0.00000000e+00
sigma+ 423 4 -1 +0.0 +1.5 2 443 4 -1 +0.0 +2.5 4 -8.39620753e-08 0.00000000e+00
sigma+ 351 4 -1 +3.0 +1.5 2 371 4 -1 +3.0 +2.5 4 -8.31090485e-08 0.00000000e+00
sigma+ 247 4 1 +3.0 +1.5 2 267 4 1 +3.0 +2.5 4 -8.31090435e-08 0.00000000e+00
sigma+ 69 3 1 +3.0 -0.5 3 237 4 1 +3.0 +0.5 1 8.27993297e-08 0.00000000e+00
sigma+ 193 3 -1 +3.0 -0.5 3 341 4 -1 +3.0 +0.5 1 8.27993089e-08 0.00000000e+00
sigma+ 267 4 1 +3.0 +2.5 4 49 3 1 +3.0 +3.5 1 -8.27415878e-08 0.00000000e+00
sigma+ 371 4 -1 +3.0 +2.5 4 173 3 -1 +3.0 +3.5 1 8.27415702e-08 0.00000000e+00
sigma+ 342 4 -1 +3.0 -0.5 1 192 3 -1 +3.0 +0.5 3 8.27415318e-08 0.00000000e+00
sigma+ 238 4 1 +3.0 -0.5 1 68 3 1 +3.0 +0.5 3 -8.27414686e-08 0.00000000e+00
sigma+ 54 3 1 +3.0 -1.5 1 73 3 1 +3.0 -0.5 4 8.23698175e-08 0.00000000e+00
sigma+ 178 3 -1 +3.0 -1.5 1 197 3 -1 +3.0 -0.5 4 -8.23698104e-08 0.00000000e+00
sigma+ 308 4 1 +2.0 -3.5 1 316 4 1 +2.0 -2.5 2 -5.40067678e-25 8.22713849e-08
sigma+ 380 4 -1 +2.0 -3.5 1 388 4 -1 +2.0 -2.5 2 1.68821362e-24 -8.22713799e-08
sigma+ 151 3 1 +0.0 -2.5 1 168 3 1 +0.0 -1.5 4 8.18345865e-08 0.00000000e+00
sigma+ 388 4 -1 +2.0 -2.5 2 378 4 -1 +2.0 -1.5 1 1.79092103e-25 8.13388268e-08
sigma+ 316 4 1 +2.0 -2.5 2 306 4 1 +2.0 -1.5 1 -1.03082181e-20 -8.13388203e-08
sigma+ 249 4 1 +3.0 -0.5 2 52 3 1 +3.0 +0.5 1 8.12985112e-08 0.00000000e+00
sigma+ 353 4 -1 +3.0 -0.5 2 176 3 -1 +3.0 +0.5 1 -8.12983771e-08 0.00000000e+00
sigma+ 151 3 1 +0.0 -2.5 1 159 3 1 +0.0 -1.5 2 8.08741496e-08 0.00000000e+00
sigma+ 302 4 1 +2.0 +2.5 1 301 4 1 +2.0 +3.5 1 -8.03925085e-08 1.39227804e-25
sigma+ 374 4 -1 +2.0 +2.5 1 373 4 -1 +2.0 +3.5 1 -8.03925083e-08 -2.60264735e-23
sigma+ 170 3 1 +0.0 +0.5 4 7 1 1 +0.0 +1.5 1 7.91464786e-08 0.00000000e+00
sigma+ 322 4 1 +1.0 +0.5 1 41 2 1 +1.0 +1.5 2 -5.32914108e-25 -7.75390714e-08
sigma+ 394 4 -1 +1.0 +0.5 1 109 2 -1 +1.0 +1.5 2 -3.44929399e-24 7.75390493e-08
sigma+ 287 4 -1 +4.0 -0.5 1 286 4 -1 +4.0 +0.5 1 -7.66804608e-08 -2.17843107e-24
sigma+ 205 4 1 +4.0 -0.5 1 204 4 1 +4.0 +0.5 1 -7.66804604e-08 0.00000000e+00
sigma+ 436 4 -1 +0.0 -2.5 3 415 4 -1 +0.0 -1.5 1 -7.47316455e-08 0.00000000e+00
sigma+ 385 4 -1 +2.0 +0.5 2 384 4 -1 +2.0 +1.5 2 7.47223230e-08 -2.34454606e-25
sigma+ 313 4 1 +2.0 +0.5 2 312 4 1 +2.0 +1.5 2 1.83729319e-20 -7.47223227e-08
sigma+ 260 4 1 +3.0 -2.5 3 239 4 1 +3.0 -1.5 1 -7.44162341e-08 0.00000000e+00
sigma+ 364 4 -1 +3.0 -2.5 3 343 4 -1 +3.0 -1.5 1 -7.44161983e-08 0.00000000e+00
sigma+ 260 4 1 +3.0 -2.5 3 263 4 1 +3.0 -1.5 4 -7.14052259e-08 0.00000000e+00
sigma+ 364 4 -1 +3.0 -2.5 3 367 4 -1 +3.0 -1.5 4 7.14051495e-08 0.00000000e+00
sigma+ 248 4 1 +3.0 +0.5 2 75 3 1 +3.0 +1.5 4 7.01554828e-08 0.00000000e+00
sigma+ 352 4 -1 +3.0 +0.5 2 199 3 -1 +3.0 +1.5 4 -7.01554565e-08 0.00000000e+00
sigma+ 177 3 -1 +3.0 -0.5 1 352 4 -1 +3.0 +0.5 2 6.95720959e-08 0.00000000e+00
sigma+ 53 3 1 +3.0 -0.5 1 248 4 1 +3.0 +0.5 2 6.95720842e-08 0.00000000e+00
sigma+ 313 4 1 +2.0 +0.5 2 303 4 1 +2.0 +1.5 1 3.93060297e-21 -6.95250758e-08
sigma+ 385 4 -1 +2.0 +0.5 2 375 4 -1 +2.0 +1.5 1 6.95250750e-08 -3.55536536e-25
sigma+ 52 3 1 +3.0 +0.5 1 266 4 1 +3.0 +1.5 4 6.92428967e-08 0.00000000e+00
sigma+ 176 3 -1 +3.0 +0.5 1 370 4 -1 +3.0 +1.5 4 6.92428888e-08 0.00000000e+00
sigma+ 142 3 1 +1.0 -0.5 2 34 2 1 +1.0 +0.5 1 2.03684489e-20 -6.83264350e-08
sigma+ 280 3 -1 +1.0 -0.5 2 102 2 -1 +1.0 +0.5 1 -8.08682649e-24 -6.83260844e-08
sigma+ 150 3 1 +0.0 -1.5 1 169 3 1 +0.0 -0.5 4 6.63387869e-08 0.00000000e+00
sigma+ 264 4 1 +3.0 -0.5 4 52 3 1 +3.0 +0.5 1 -6.61152397e-08 0.00000000e+00
sigma+ 368 4 -1 +3.0 -0.5 4 176 3 -1 +3.0 +0.5 1 6.61151654e-08 0.00000000e+00
sigma+ 426 4 -1 +0.0 -1.5 2 128 2 -1 +0.0 -0.5 4 6.56687843e-08 0.00000000e+00
sigma+ 90 3 1 +2.0 -0.5 1 313 4 1 +2.0 +0.5 2 -2.69685729e-20 -6.48094705e-08
sigma+ 222 3 -1 +2.0 -0.5 1 385 4 -1 +2.0 +0.5 2 -2.45837289e-24 -6.48094242e-08
sigma+ 441 4 -1 +0.0 +0.5 4 112 2 -1 +0.0 +1.5 1 6.32534807e-08 0.00000000e+00
sigma+ 66 3 1 +3.0 +2.5 3 234 4 1 +3.0 +3.5 1 -6.23000455e-08 0.00000000e+00
sigma+ 190 3 -1 +3.0 +2.5 3 338 4 -1 +3.0 +3.5 1 -6.23000400e-08 0.00000000e+00
sigma+ 194 3 -1 +3.0 -1.5 3 342 4 -1 +3.0 -0.5 1 6.20107689e-08 0.00000000e+00
sigma+ 70 3 1 +3.0 -1.5 3 238 4 1 +3.0 -0.5 1 6.20107448e-08 0.00000000e+00
sigma+ 262 4 1 +3.0 -2.5 4 250 4 1 +3.0 -1.5 2 5.80397409e-08 0.00000000e+00
sigma+ 366 4 -1 +3.0 -2.5 4 354 4 -1 +3.0 -1.5 2 -5.80396808e-08 0.00000000e+00
sigma+ 317 4 1 +2.0 -3.5 2 307 4 1 +2.0 -2.5 1 2.11528029e-25 -5.79562318e-08
sigma+ 389 4 -1 +2.0 -3.5 2 379 4 -1 +2.0 -2.5 1 1.11932943e-24 5.79562267e-08
sigma+ 412 4 -1 +0.0 +1.5 1 118 2 -1 +0.0 +2.5 2 5.72804560e-08 0.00000000e+00
sigma+ 179 3 -1 +3.0 -2.5 1 363 4 -1 +3.0 -1.5 3 5.72652181e-08 0.00000000e+00
sigma+ 55 3 1 +3.0 -2.5 1 259 4 1 +3.0 -1.5 3 -5.72651873e-08 0.00000000e+00
sigma+ 73 3 1 +3.0 -0.5 4 52 3 1 +3.0 +0.5 1 5.71989062e-08 0.00000000e+00
sigma+ 197 3 -1 +3.0 -0.5 4 176 3 -1 +3.0 +0.5 1 5.71989030e-08 0.00000000e+00
sigma+ 438 4 -1 +0.0 -2.5 4 426 4 -1 +0.0 -1.5 2 5.68839665e-08 0.00000000e+00
sigma+ 123 2 -1 +0.0 -2.5 2 415 4 -1 +0.0 -1.5 1 -5.48860829e-08 0.00000000e+00
sigma+ 198 3 -1 +3.0 +0.5 4 175 3 -1 +3.0 +1.5 1 5.46862379e-08 0.00000000e+00
sigma+ 74 3 1 +3.0 +0.5 4 51 3 1 +3.0 +1.5 1 5.46862246e-08 0.00000000e+00
sigma+ 386 4 -1 +2.0 -0.5 2 221 3 -1 +2.0 +0.5 1 -2.39033217e-24 5.45541135e-08
sigma+ 314 4 1 +2.0 -0.5 2 89 3 1 +2.0 +0.5 1 -5.45540864e-08 -2.76751004e-24
sigma+ 237 4 1 +3.0 +0.5 1 67 3 1 +3.0 +1.5 3 -5.45248803e-08 0.00000000e+00
sigma+ 341 4 -1 +3.0 +0.5 1 191 3 -1 +3.0 +1.5 3 -5.45248432e-08 0.00000000e+00
sigma+ 304 4 1 +2.0 +0.5 1 27 2 1 +2.0 +1.5 2 -5.43933514e-08 5.54679542e-26
sigma+ 376 4 -1 +2.0 +0.5 1 85 2 -1 +2.0 +1.5 2 5.43933503e-08 -5.54679501e-26
sigma+ 128 2 -1 +0.0 -0.5 4 424 4 -1 +0.0 +0.5 2 -5.42400809e-08 0.00000000e+00
sigma+ 411 4 -1 +0.0 +2.5 1 430 4 -1 +0.0 +3.5 3 5.27171091e-08 0.00000000e+00
sigma+ 339 4 -1 +3.0 +2.5 1 358 4 -1 +3.0 +3.5 3 5.20356773e-08 0.00000000e+00
sigma+ 235 4 1 +3.0 +2.5 1 254 4 1 +3.0 +3.5 3 -5.20356397e-08 0.00000000e+00
sigma+ 440 4 -1 +0.0 -0.5 4 441 4 -1 +0.0 +0.5 4 -5.19698737e-08 0.00000000e+00
sigma+ 53 3 1 +3.0 -0.5 1 74 3 1 +3.0 +0.5 4 5.13567888e-08 0.00000000e+00
sigma+ 177 3 -1 +3.0 -0.5 1 198 3 -1 +3.0 +0.5 4 -5.13567805e-08 0.00000000e+00
sigma+ 312 4 1 +2.0 +1.5 2 311 4 1 +2.0 +2.5 2 -4.88644011e-08 2.88120237e-20
sigma+ 384 4 -1 +2.0 +1.5 2 383 4 -1 +2.0 +2.5 2 -1.33816620e-20 4.88644009e-08
sigma+ 376 4 -1 +2.0 +0.5 1 384 4 -1 +2.0 +1.5 2 4.84073957e-08 -2.78664154e-25
sigma+ 304 4 1 +2.0 +0.5 1 312 4 1 +2.0 +1.5 2 -3.86975565e-21 4.84073947e-08
sigma+ 165 3 1 +0.0 -0.5 3 8 1 1 +0.0 +0.5 1 -4.78621264e-08 0.00000000e+00
sigma+ 375 4 -1 +2.0 +1.5 1 383 4 -1 +2.0 +2.5 2 -1.33883711e-21 -4.73702914e-08
sigma+ 303 4 1 +2.0 +1.5 1 311 4 1 +2.0 +2.5 2 4.73702911e-08 -3.64767847e-21
sigma+ 169 3 1 +0.0 -0.5 4 148 3 1 +0.0 +0.5 1 -4.60157478e-08 0.00000000e+00
sigma+ 196 3 -1 +3.0 -1.5 4 177 3 -1 +3.0 -0.5 1 4.47668339e-08 0.00000000e+00
sigma+ 72 3 1 +3.0 -1.5 4 53 3 1 +3.0 -0.5 1 -4.47668295e-08 0.00000000e+00
sigma+ 249 4 1 +3.0 -0.5 2 248 4 1 +3.0 +0.5 2 4.46545011e-08 0.00000000e+00
sigma+ 353 4 -1 +3.0 -0.5 2 352 4 -1 +3.0 +0.5 2 -4.46544703e-08 0.00000000e+00
sigma+ 170 3 1 +0.0 +0.5 4 147 3 1 +0.0 +1.5 1 -4.39357676e-08 0.00000000e+00
sigma+ 312 4 1 +2.0 +1.5 2 302 4 1 +2.0 +2.5 1 4.28129845e-08 -5.96810364e-21
sigma+ 384 4 -1 +2.0 +1.5 2 374 4 -1 +2.0 +2.5 1 -1.59490818e-22 -4.28129844e-08
sigma+ 116 2 -1 +0.0 -2.5 1 439 4 -1 +0.0 -1.5 4 -4.20459917e-08 0.00000000e+00
sigma+ 367 4 -1 +3.0 -1.5 4 177 3 -1 +3.0 -0.5 1 4.17034410e-08 0.00000000e+00
sigma+ 263 4 1 +3.0 -1.5 4 53 3 1 +3.0 -0.5 1 4.17034090e-08 0.00000000e+00
sigma+ 149 3 1 +0.0 -0.5 1 170 3 1 +0.0 +0.5 4 -4.12948619e-08 0.00000000e+00
sigma+ 310 4 1 +2.0 +3.5 2 300 4 1 +2.0 +4.5 1 -2.30765981e-25 3.97575809e-08
sigma+ 382 4 -1 +2.0 +3.5 2 372 4 -1 +2.0 +4.5 1 -3.97575805e-08 -1.31458321e-25
sigma+ 75 3 1 +3.0 +1.5 4 50 3 1 +3.0 +2.5 1 -3.89444848e-08 0.00000000e+00
sigma+ 199 3 -1 +3.0 +1.5 4 174 3 -1 +3.0 +2.5 1 3.89444680e-08 0.00000000e+00
sigma+ 342 4 -1 +3.0 -0.5 1 341 4 -1 +3.0 +0.5 1 -3.87481062e-08 0.00000000e+00
sigma+ 238 4 1 +3.0 -0.5 1 237 4 1 +3.0 +0.5 1 3.87480812e-08 0.00000000e+00
sigma+ 9 1 1 +0.0 -0.5 1 164 3 1 +0.0 +0.5 3 -3.86426029e-08 0.00000000e+00
sigma+ 437 4 -1 +0.0 -3.5 3 416 4 -1 +0.0 -2.5 1 3.85936256e-08 0.00000000e+00
sigma+ 365 4 -1 +3.0 -3.5 3 344 4 -1 +3.0 -2.5 1 3.85019414e-08 0.00000000e+00
sigma+ 261 4 1 +3.0 -3.5 3 240 4 1 +3.0 -2.5 1 -3.85019164e-08 0.00000000e+00
sigma+ 305 4 1 +2.0 -0.5 1 313 4 1 +2.0 +0.5 2 1.60591896e-25 -3.71448575e-08
sigma+ 377 4 -1 +2.0 -0.5 1 385 4 -1 +2.0 +0.5 2 1.60591882e-25 -3.71448543e-08
sigma+ 134 3 1 +1.0 -0.5 1 331 4 1 +1.0 +0.5 2 -4.64112911e-24 3.64194422e-08
sigma+ 272 3 -1 +1.0 -0.5 1 403 4 -1 +1.0 +0.5 2 -3.64194248e-08 6.68367162e-24
sigma+ 16 1 1 +0.0 +0.5 3 147 3 1 +0.0 +1.5 1 3.63912858e-08 0.00000000e+00
sigma+ 168 3 1 +0.0 -1.5 4 149 3 1 +0.0 -0.5 1 3.60860572e-08 0.00000000e+00
sigma+ 51 3 1 +3.0 +1.5 1 267 4 1 +3.0 +2.5 4 3.60308955e-08 0.00000000e+00
sigma+ 175 3 -1 +3.0 +1.5 1 371 4 -1 +3.0 +2.5 4 3.60308841e-08 0.00000000e+00
sigma+ 302 4 1 +2.0 +2.5 1 310 4 1 +2.0 +3.5 2 3.45570157e-08 -4.28633588e-25
sigma+ 374 4 -1 +2.0 +2.5 1 382 4 -1 +2.0 +3.5 2 3.45570156e-08 1.76116261e-21
sigma+ 71 3 1 +3.0 -2.5 3 239 4 1 +3.0 -1.5 1 3.44314627e-08 0.00000000e+00
sigma+ 195 3 -1 +3.0 -2.5 3 343 4 -1 +3.0 -1.5 1 3.44314491e-08 0.00000000e+00
sigma+ 129 2 -1 +0.0 +0.5 4 423 4 -1 +0.0 +1.5 2 3.25642765e-08 0.00000000e+00
sigma+ 171 3 1 +0.0 +1.5 4 146 3 1 +0.0 +2.5 1 3.12564836e-08 0.00000000e+00
sigma+ 149 3 1 +0.0 -0.5 1 16 1 1 +0.0 +0.5 3 3.11820734e-08 0.00000000e+00
sigma+ 332 4 1 +1.0 -0.5 2 133 3 1 +1.0 +0.5 1 -4.16104039e-24 3.06631851e-08
sigma+ 404 4 -1 +1.0 -0.5 2 271 3 -1 +1.0 +0.5 1 1.87001205e-20 3.06631523e-08
sigma+ 43 1 -1 +1.0 +0.5 1 277 3 -1 +1.0 +1.5 2 -2.97732727e-24 2.92835137e-08
sigma+ 1 1 1 +1.0 +0.5 1 139 3 1 +1.0 +1.5 2 -9.43252083e-24 2.92835029e-08
sigma+ 397 4 -1 +1.0 -2.5 1 405 4 -1 +1.0 -1.5 2 -1.20041444e-24 2.70121808e-08
sigma+ 325 4 1 +1.0 -2.5 1 333 4 1 +1.0 -1.5 2 2.70121754e-08 -2.81618153e-24
sigma+ 340 4 -1 +3.0 +1.5 1 190 3 -1 +3.0 +2.5 3 2.68689601e-08 0.00000000e+00
sigma+ 236 4 1 +3.0 +1.5 1 66 3 1 +3.0 +2.5 3 2.68689362e-08 0.00000000e+00
sigma+ 379 4 -1 +2.0 -2.5 1 387 4 -1 +2.0 -1.5 2 -5.87891699e-26 -2.67004632e-08
sigma+ 307 4 1 +2.0 -2.5 1 315 4 1 +2.0 -1.5 2 -2.29496116e-22 -2.67004570e-08
sigma+ 334 4 1 +1.0 -2.5 2 36 2 1 +1.0 -1.5 1 -1.13591653e-23 2.62965585e-08
sigma+ 406 4 -1 +1.0 -2.5 2 104 2 -1 +1.0 -1.5 1 2.62965009e-08 1.13969321e-23
sigma+ 425 4 -1 +0.0 -0.5 2 129 2 -1 +0.0 +0.5 4 -2.60941793e-08 0.00000000e+00
sigma+ 442 4 -1 +0.0 +1.5 4 111 2 -1 +0.0 +2.5 1 2.38178164e-08 0.00000000e+00
sigma+ 427 4 -1 +0.0 -2.5 2 435 4 -1 +0.0 -1.5 3 -2.38170477e-08 0.00000000e+00
